INFO:root:Description: 迁移学习日志，参数如下
INFO:root:{'source_dataset': 'imagenet', 'target_dataset': 'cifar100', 'class_num': 30, 'arch': 'resnet18', 'model_path': '', 'resume': False, 'weight_decay': 0.0005, 'lr': 0.0001, 'lr_factor': 0.2, 'bs': 128, 'momentum': 0.9, 'lr_step': 10, 'tensorboard_path': 'runs/imagenet_cifar100/30/resnet18', 'checkpoint_path': 'checkpoints/imagenet_cifar100/30/resnet18', 'checkpoint_save_step': 5, 'log_path': 'log/resnet18/imagenet_cifar100/30/pretrain.log', 'end_epoch': 200}
INFO:root:Class_num: 30
INFO:root:Classes: [40, 7, 2, 95, 49, 80, 77, 98, 72, 74, 37, 12, 81, 28, 93, 86, 99, 0, 35, 46, 91, 32, 51, 6, 1, 9, 47, 26, 65, 19]
INFO:root:Epoch 1 Test set: LR: 0.00010000,  Average loss: 0.0266, Accuracy: 0.0960
INFO:root:Epoch 2 Test set: LR: 0.00010000,  Average loss: 0.0249, Accuracy: 0.1563
INFO:root:Epoch 3 Test set: LR: 0.00010000,  Average loss: 0.0235, Accuracy: 0.1970
INFO:root:Epoch 4 Test set: LR: 0.00010000,  Average loss: 0.0226, Accuracy: 0.2237
INFO:root:Epoch 5 Test set: LR: 0.00010000,  Average loss: 0.0218, Accuracy: 0.2453
INFO:root:Epoch 6 Test set: LR: 0.00010000,  Average loss: 0.0211, Accuracy: 0.2687
INFO:root:Epoch 7 Test set: LR: 0.00010000,  Average loss: 0.0203, Accuracy: 0.2917
INFO:root:Epoch 8 Test set: LR: 0.00010000,  Average loss: 0.0198, Accuracy: 0.3070
INFO:root:Epoch 9 Test set: LR: 0.00010000,  Average loss: 0.0191, Accuracy: 0.3230
INFO:root:Epoch 10 Test set: LR: 0.00010000,  Average loss: 0.0186, Accuracy: 0.3380
INFO:root:Epoch 11 Test set: LR: 0.00010000,  Average loss: 0.0182, Accuracy: 0.3510
INFO:root:Epoch 12 Test set: LR: 0.00010000,  Average loss: 0.0179, Accuracy: 0.3637
INFO:root:Epoch 13 Test set: LR: 0.00010000,  Average loss: 0.0174, Accuracy: 0.3767
INFO:root:Epoch 14 Test set: LR: 0.00010000,  Average loss: 0.0172, Accuracy: 0.3793
INFO:root:Epoch 15 Test set: LR: 0.00010000,  Average loss: 0.0168, Accuracy: 0.3913
INFO:root:Epoch 16 Test set: LR: 0.00010000,  Average loss: 0.0166, Accuracy: 0.4023
INFO:root:Epoch 17 Test set: LR: 0.00010000,  Average loss: 0.0164, Accuracy: 0.4110
INFO:root:Epoch 18 Test set: LR: 0.00010000,  Average loss: 0.0161, Accuracy: 0.4103
INFO:root:Epoch 19 Test set: LR: 0.00009999,  Average loss: 0.0161, Accuracy: 0.4197
INFO:root:Epoch 20 Test set: LR: 0.00009999,  Average loss: 0.0157, Accuracy: 0.4340
INFO:root:Epoch 21 Test set: LR: 0.00009999,  Average loss: 0.0156, Accuracy: 0.4393
INFO:root:Epoch 22 Test set: LR: 0.00009999,  Average loss: 0.0155, Accuracy: 0.4397
INFO:root:Epoch 23 Test set: LR: 0.00009999,  Average loss: 0.0154, Accuracy: 0.4460
