INFO:root:Description: 迁移学习日志，参数如下
INFO:root:{'source_dataset': 'imagenet', 'target_dataset': 'dtd', 'domain_label': 'real', 'arch': 'mobilenet_v3_small', 'model_path': '', 'resume': False, 'weight_decay': 0.0005, 'lr': 0.002, 'lr_factor': 0.2, 'bs': 32, 'momentum': 0.9, 'lr_step': 50, 'tensorboard_path': './runs/imagenet_dtd/mobilenet_v3_small', 'checkpoint_path': './checkpoints/imagenet_dtd/mobilenet_v3_small', 'checkpoint_save_step': 5, 'log_path': './log/mobilenet_v3_small/imagenet_dtd/log1.log', 'end_epoch': 180}
INFO:root:Description: 迁移学习日志，参数如下
INFO:root:{'source_dataset': 'imagenet', 'target_dataset': 'dtd', 'domain_label': 'real', 'arch': 'mobilenet_v3_small', 'model_path': '', 'resume': False, 'weight_decay': 0.0005, 'lr': 0.002, 'lr_factor': 0.2, 'bs': 32, 'momentum': 0.9, 'lr_step': 50, 'tensorboard_path': './runs/imagenet_dtd/mobilenet_v3_small', 'checkpoint_path': './checkpoints/imagenet_dtd/mobilenet_v3_small', 'checkpoint_save_step': 5, 'log_path': './log/mobilenet_v3_small/imagenet_dtd/log1.log', 'end_epoch': 180}
INFO:root:Description: 迁移学习日志，参数如下
INFO:root:{'source_dataset': 'imagenet', 'target_dataset': 'dtd', 'domain_label': 'real', 'arch': 'mobilenet_v3_small', 'model_path': '', 'resume': False, 'weight_decay': 0.0005, 'lr': 0.002, 'lr_factor': 0.2, 'bs': 32, 'momentum': 0.9, 'lr_step': 50, 'tensorboard_path': './runs/imagenet_dtd/mobilenet_v3_small', 'checkpoint_path': './checkpoints/imagenet_dtd/mobilenet_v3_small', 'checkpoint_save_step': 5, 'log_path': './log/mobilenet_v3_small/imagenet_dtd/log1.log', 'end_epoch': 180}
INFO:root:Description: 迁移学习日志，参数如下
INFO:root:{'source_dataset': 'imagenet', 'target_dataset': 'dtd', 'domain_label': 'real', 'arch': 'mobilenet_v3_small', 'model_path': '', 'resume': False, 'weight_decay': 0.0005, 'lr': 0.002, 'lr_factor': 0.2, 'bs': 32, 'momentum': 0.9, 'lr_step': 50, 'tensorboard_path': './runs/imagenet_dtd/mobilenet_v3_small', 'checkpoint_path': './checkpoints/imagenet_dtd/mobilenet_v3_small', 'checkpoint_save_step': 5, 'log_path': './log/mobilenet_v3_small/imagenet_dtd/log1.log', 'end_epoch': 180}
INFO:root:Description: 迁移学习日志，参数如下
INFO:root:{'source_dataset': 'imagenet', 'target_dataset': 'dtd', 'domain_label': 'real', 'arch': 'mobilenet_v3_small', 'model_path': '', 'resume': False, 'weight_decay': 0.0005, 'lr': 0.002, 'lr_factor': 0.2, 'bs': 32, 'momentum': 0.9, 'lr_step': 50, 'tensorboard_path': './runs/imagenet_dtd/mobilenet_v3_small', 'checkpoint_path': './checkpoints/imagenet_dtd/mobilenet_v3_small', 'checkpoint_save_step': 5, 'log_path': './log/mobilenet_v3_small/imagenet_dtd/log1.log', 'end_epoch': 180}
INFO:root:Description: 迁移学习日志，参数如下
INFO:root:{'source_dataset': 'imagenet', 'target_dataset': 'dtd', 'domain_label': 'real', 'arch': 'mobilenet_v3_small', 'model_path': '', 'resume': False, 'weight_decay': 0.0005, 'lr': 0.002, 'lr_factor': 0.2, 'bs': 32, 'momentum': 0.9, 'lr_step': 50, 'tensorboard_path': './runs/imagenet_dtd/mobilenet_v3_small', 'checkpoint_path': './checkpoints/imagenet_dtd/mobilenet_v3_small', 'checkpoint_save_step': 5, 'log_path': './log/mobilenet_v3_small/imagenet_dtd/log1.log', 'end_epoch': 180}
INFO:root:Test set: Average loss: 0.1197, Accuracy: 0.0436
INFO:root:Test set: Average loss: 0.1163, Accuracy: 0.0819
INFO:root:Test set: Average loss: 0.1134, Accuracy: 0.1059
INFO:root:Test set: Average loss: 0.1104, Accuracy: 0.1122
INFO:root:Test set: Average loss: 0.1078, Accuracy: 0.1303
INFO:root:Test set: Average loss: 0.1064, Accuracy: 0.1399
INFO:root:Test set: Average loss: 0.1051, Accuracy: 0.1383
INFO:root:Test set: Average loss: 0.1036, Accuracy: 0.1553
INFO:root:Test set: Average loss: 0.1028, Accuracy: 0.1585
INFO:root:Test set: Average loss: 0.1022, Accuracy: 0.1670
INFO:root:Test set: Average loss: 0.1016, Accuracy: 0.1713
INFO:root:Test set: Average loss: 0.1013, Accuracy: 0.1777
INFO:root:Test set: Average loss: 0.0997, Accuracy: 0.1824
INFO:root:Test set: Average loss: 0.1007, Accuracy: 0.1819
INFO:root:Test set: Average loss: 0.1001, Accuracy: 0.1846
INFO:root:Test set: Average loss: 0.1003, Accuracy: 0.1851
INFO:root:Test set: Average loss: 0.1006, Accuracy: 0.1777
INFO:root:Test set: Average loss: 0.1002, Accuracy: 0.1856
INFO:root:Test set: Average loss: 0.1011, Accuracy: 0.1777
INFO:root:Test set: Average loss: 0.1027, Accuracy: 0.1729
INFO:root:Test set: Average loss: 0.1022, Accuracy: 0.1862
INFO:root:Test set: Average loss: 0.1035, Accuracy: 0.1803
INFO:root:Test set: Average loss: 0.1034, Accuracy: 0.1761
INFO:root:Test set: Average loss: 0.1035, Accuracy: 0.1755
INFO:root:Test set: Average loss: 0.1032, Accuracy: 0.1894
INFO:root:Test set: Average loss: 0.1058, Accuracy: 0.1851
INFO:root:Test set: Average loss: 0.1032, Accuracy: 0.1750
INFO:root:Test set: Average loss: 0.1050, Accuracy: 0.1761
INFO:root:Test set: Average loss: 0.1064, Accuracy: 0.1851
INFO:root:Test set: Average loss: 0.1073, Accuracy: 0.1707
INFO:root:Test set: Average loss: 0.1079, Accuracy: 0.1761
INFO:root:Test set: Average loss: 0.1097, Accuracy: 0.1734
INFO:root:Test set: Average loss: 0.1107, Accuracy: 0.1803
INFO:root:Test set: Average loss: 0.1133, Accuracy: 0.1734
INFO:root:Test set: Average loss: 0.1140, Accuracy: 0.1750
INFO:root:Test set: Average loss: 0.1133, Accuracy: 0.1707
INFO:root:Test set: Average loss: 0.1134, Accuracy: 0.1713
INFO:root:Test set: Average loss: 0.1151, Accuracy: 0.1681
INFO:root:Test set: Average loss: 0.1159, Accuracy: 0.1697
INFO:root:Test set: Average loss: 0.1145, Accuracy: 0.1707
INFO:root:Test set: Average loss: 0.1191, Accuracy: 0.1622
INFO:root:Test set: Average loss: 0.1214, Accuracy: 0.1596
INFO:root:Test set: Average loss: 0.1217, Accuracy: 0.1601
INFO:root:Test set: Average loss: 0.1200, Accuracy: 0.1633
INFO:root:Test set: Average loss: 0.1207, Accuracy: 0.1569
INFO:root:Test set: Average loss: 0.1210, Accuracy: 0.1644
INFO:root:Test set: Average loss: 0.1226, Accuracy: 0.1601
INFO:root:Test set: Average loss: 0.1234, Accuracy: 0.1596
INFO:root:Test set: Average loss: 0.1253, Accuracy: 0.1532
INFO:root:Test set: Average loss: 0.1308, Accuracy: 0.1426
INFO:root:Test set: Average loss: 0.1274, Accuracy: 0.1500
INFO:root:Test set: Average loss: 0.1254, Accuracy: 0.1601
INFO:root:Test set: Average loss: 0.1252, Accuracy: 0.1617
INFO:root:Test set: Average loss: 0.1260, Accuracy: 0.1585
INFO:root:Test set: Average loss: 0.1254, Accuracy: 0.1564
INFO:root:Test set: Average loss: 0.1257, Accuracy: 0.1612
