INFO:root:Description: 迁移学习日志，参数如下
INFO:root:{'source_dataset': 'imagenet', 'target_dataset': 'cifar100', 'class_num': 40, 'arch': 'resnet18', 'model_path': '', 'resume': False, 'weight_decay': 0.0005, 'lr': 0.0001, 'lr_factor': 0.2, 'bs': 128, 'momentum': 0.9, 'lr_step': 10, 'tensorboard_path': 'runs/imagenet_cifar100/40/resnet18', 'checkpoint_path': 'checkpoints/imagenet_cifar100/40/resnet18', 'checkpoint_save_step': 5, 'log_path': 'log/resnet18/imagenet_cifar100/40/pretrain.log', 'end_epoch': 200}
INFO:root:Class_num: 40
INFO:root:Classes: [60, 47, 40, 72, 36, 66, 31, 48, 63, 25, 12, 55, 5, 67, 43, 49, 19, 59, 6, 71, 95, 79, 87, 74, 56, 90, 38, 8, 34, 57, 68, 26, 83, 35, 62, 75, 28, 76, 81, 17]
INFO:root:Epoch 1 Test set: LR: 0.00010000,  Average loss: 0.0287, Accuracy: 0.0815
INFO:root:Epoch 2 Test set: LR: 0.00010000,  Average loss: 0.0266, Accuracy: 0.1443
INFO:root:Epoch 3 Test set: LR: 0.00010000,  Average loss: 0.0251, Accuracy: 0.1933
INFO:root:Epoch 4 Test set: LR: 0.00010000,  Average loss: 0.0236, Accuracy: 0.2345
INFO:root:Epoch 5 Test set: LR: 0.00010000,  Average loss: 0.0223, Accuracy: 0.2705
INFO:root:Epoch 6 Test set: LR: 0.00010000,  Average loss: 0.0212, Accuracy: 0.2958
INFO:root:Epoch 7 Test set: LR: 0.00010000,  Average loss: 0.0205, Accuracy: 0.3138
INFO:root:Epoch 8 Test set: LR: 0.00010000,  Average loss: 0.0196, Accuracy: 0.3375
INFO:root:Epoch 9 Test set: LR: 0.00010000,  Average loss: 0.0191, Accuracy: 0.3548
INFO:root:Epoch 10 Test set: LR: 0.00010000,  Average loss: 0.0187, Accuracy: 0.3658
INFO:root:Epoch 11 Test set: LR: 0.00010000,  Average loss: 0.0181, Accuracy: 0.3768
INFO:root:Epoch 12 Test set: LR: 0.00010000,  Average loss: 0.0176, Accuracy: 0.3948
INFO:root:Epoch 13 Test set: LR: 0.00010000,  Average loss: 0.0172, Accuracy: 0.4020
INFO:root:Epoch 14 Test set: LR: 0.00010000,  Average loss: 0.0169, Accuracy: 0.4115
INFO:root:Epoch 15 Test set: LR: 0.00010000,  Average loss: 0.0165, Accuracy: 0.4200
INFO:root:Epoch 16 Test set: LR: 0.00010000,  Average loss: 0.0164, Accuracy: 0.4270
INFO:root:Epoch 17 Test set: LR: 0.00010000,  Average loss: 0.0161, Accuracy: 0.4363
INFO:root:Epoch 18 Test set: LR: 0.00010000,  Average loss: 0.0156, Accuracy: 0.4488
INFO:root:Epoch 19 Test set: LR: 0.00010000,  Average loss: 0.0155, Accuracy: 0.4493
INFO:root:Epoch 20 Test set: LR: 0.00010000,  Average loss: 0.0154, Accuracy: 0.4593
INFO:root:Epoch 21 Test set: LR: 0.00010000,  Average loss: 0.0151, Accuracy: 0.4640
INFO:root:Epoch 22 Test set: LR: 0.00010000,  Average loss: 0.0148, Accuracy: 0.4683
INFO:root:Epoch 23 Test set: LR: 0.00010000,  Average loss: 0.0146, Accuracy: 0.4730
INFO:root:Epoch 24 Test set: LR: 0.00010000,  Average loss: 0.0144, Accuracy: 0.4838
INFO:root:Epoch 25 Test set: LR: 0.00010000,  Average loss: 0.0144, Accuracy: 0.4853
INFO:root:Epoch 26 Test set: LR: 0.00010000,  Average loss: 0.0142, Accuracy: 0.4913
INFO:root:Epoch 27 Test set: LR: 0.00010000,  Average loss: 0.0140, Accuracy: 0.5003
INFO:root:Epoch 28 Test set: LR: 0.00010000,  Average loss: 0.0139, Accuracy: 0.5003
INFO:root:Epoch 29 Test set: LR: 0.00009999,  Average loss: 0.0138, Accuracy: 0.5033
INFO:root:Epoch 30 Test set: LR: 0.00009999,  Average loss: 0.0136, Accuracy: 0.5075
INFO:root:Epoch 31 Test set: LR: 0.00009999,  Average loss: 0.0138, Accuracy: 0.5063
INFO:root:Epoch 32 Test set: LR: 0.00009998,  Average loss: 0.0134, Accuracy: 0.5138
INFO:root:Epoch 33 Test set: LR: 0.00009998,  Average loss: 0.0132, Accuracy: 0.5260
INFO:root:Epoch 34 Test set: LR: 0.00009998,  Average loss: 0.0132, Accuracy: 0.5255
INFO:root:Epoch 35 Test set: LR: 0.00009994,  Average loss: 0.0132, Accuracy: 0.5243
INFO:root:Epoch 36 Test set: LR: 0.00009990,  Average loss: 0.0130, Accuracy: 0.5290
INFO:root:Epoch 37 Test set: LR: 0.00009990,  Average loss: 0.0130, Accuracy: 0.5320
INFO:root:Epoch 38 Test set: LR: 0.00009990,  Average loss: 0.0131, Accuracy: 0.5280
INFO:root:Epoch 39 Test set: LR: 0.00009985,  Average loss: 0.0128, Accuracy: 0.5345
INFO:root:Epoch 40 Test set: LR: 0.00009985,  Average loss: 0.0126, Accuracy: 0.5413
INFO:root:Epoch 41 Test set: LR: 0.00009985,  Average loss: 0.0128, Accuracy: 0.5318
INFO:root:Epoch 42 Test set: LR: 0.00009978,  Average loss: 0.0126, Accuracy: 0.5420
INFO:root:Epoch 43 Test set: LR: 0.00009978,  Average loss: 0.0124, Accuracy: 0.5485
INFO:root:Epoch 44 Test set: LR: 0.00009978,  Average loss: 0.0123, Accuracy: 0.5498
